Нормированная энтропия,Сложность,Индекс Херста,Метка
0.9616195426142545,0.11741764799553536,0.5952307229321107,1
0.9850106062090721,0.041903804425585854,0.19790632231410904,1
0.943460307368907,0.16546974253310368,0.4305526675504766,1
0.9261899816602877,0.20024549202737166,0.2762935424117311,1
0.9558844277825181,0.1338404206739195,0.19440289039473058,1
0.9493717636480236,0.1530865215530318,0.41602231214536234,1
0.9601311853234189,0.12091187026335957,0.31477946635710813,1
0.9617709580142242,0.11684595854856294,0.3338188686241473,1
0.9575099691395146,0.131939602404435,0.40796878370468215,1
0.9459096334204224,0.15539252994086653,0.32410723000720243,1
0.9527586953763577,0.13827546131107327,0.4489761304255037,1
0.9578793120170379,0.1254596914991188,0.19131220097385032,1
0.9621516432438483,0.11560784982846845,0.2629515947848705,1
0.9467420751559272,0.15195583488480535,0.13189027632835773,1
0.9673860397271291,0.09858800275673477,0.1916826774827843,1
0.9524779055696497,0.14195150929903724,0.2838341070321696,1
0.9564040513278702,0.13044045816516395,0.31076041909853114,1
0.9551807778938406,0.1326392718584656,0.15069556709658868,1
0.9483096463656595,0.147076398073908,0.1333543223333448,1
0.9499278566213254,0.14721444980963416,0.17380142199881427,1
0.9436139041214101,0.15436618930073914,0.26817173391793847,1
0.9625842819354254,0.1150080329683744,0.23350608332708736,1
0.939068099868799,0.1699389641548458,0.3330526165449579,1
0.9598024495186982,0.12501469407974167,0.3529232523928013,1
0.9589224680286529,0.12833328736858426,0.48906136566473046,1
0.9626422631739862,0.11268659111526451,0.28768702247092354,1
0.9551693444611408,0.1343081229645421,0.350375083917177,1
0.9643235298706285,0.11037566178154584,0.2981835044081268,1
0.9612020278359752,0.11718425119747351,0.2508953895242208,0
0.9326035596548815,0.1884290438819011,0.2859200237485341,1
0.9627674984373448,0.11444099260205545,0.23883859385521075,1
0.9472602695080132,0.1486271377940837,0.1474230620087793,1
0.9503205256332289,0.14526190791153468,0.12476038549543116,1
0.9606120556441283,0.11973890377454828,0.2615341367638604,1
0.966859010580131,0.10233205246614249,0.3815830926760754,1
0.9546183333728264,0.1306720065522632,0.1651826762298717,1
0.96367791498152,0.11179449726481933,0.25529314684343296,1
0.9567143764712124,0.12645091248624166,0.22293314542056614,1
0.9556254815443249,0.13678278358115864,0.3294207370403327,0
0.9545313022920652,0.1329964615954475,0.32703235870417974,1
0.9590718718027295,0.12004342832399109,0.1715416596217382,1
0.9590718718027295,0.12004342832399109,0.1715416596217382,1
0.9430630025010522,0.1632628300889686,0.36720344025870594,1
0.9562659546286784,0.12864862013171888,0.2513185999986854,1
0.9563640443862865,0.12708222878093653,0.2091562628628777,1
0.9519324397506819,0.14444331540425673,0.39430568355293233,1
0.9543610231017595,0.1319026719051937,0.11394643471887315,1
0.9619210514288872,0.11633069733727766,0.15896938383850404,1
0.9612468767066891,0.11754108226351821,0.150756231904257,1
0.959413525018894,0.12357774428396097,0.13485852323156483,1
0.9514969532776394,0.14369068312440544,0.3757651102126881,1
0.9577542156827404,0.13187032441865937,0.4024391524130853,1
0.9577767774687141,0.12966009247699517,0.2495468044689198,1
0.9599496423343878,0.12125983907591613,0.4741899590677432,1
0.9598557581368222,0.12048356116110663,0.2923399289692942,1
0.9635567881252124,0.11225881384903268,0.3144333609718365,1
0.9652248686315053,0.10861996816661029,0.282641560352989,1
0.964334567179258,0.10945451906132532,0.3718827403555625,1
0.9636906049460092,0.11290026864741495,0.2997502756422514,1
0.9582319218352057,0.12719923724626145,0.41774435635464485,1
0.9627803753734576,0.11284272772497211,0.3620561216281145,0
0.9581460739935,0.1285421821862859,0.3545708579321935,1
0.9596675882461672,0.12327925150130009,0.2814582231786995,1
0.9628644509327251,0.11486773530539035,0.29572185551255403,0
0.9594080962685531,0.12381986654683153,0.2863621300837507,1
0.9606671729078624,0.12032779938531704,0.4809526634723576,1
0.9584696647793424,0.12504147131156051,0.3895508427351844,1
0.9658702607104622,0.10525017860197043,0.28461129531869217,1
0.9605220520786817,0.11735340319001929,0.1742189840749928,1
0.9589625094912182,0.12132520059589906,0.27998060687880755,1
0.9345739483408232,0.17797082028100794,0.44300162156308837,1
0.9489709580982792,0.14762395038665113,0.39529329893924664,0
0.9637638154518896,0.11101512310507552,0.20300462682942197,1
0.9453870742630801,0.15458310002133385,0.21697621188713767,1
0.9588367461149355,0.12228828891280118,0.14077184760171124,1
0.9588367461149355,0.12228828891280118,0.14077184760171124,1
0.9523198669819625,0.14218408125915646,0.5133832886436317,0
0.9582161500887485,0.12749438895346973,0.3747709126532151,0
0.9199931656078147,0.19915858542391884,0.4166793681679124,1
0.9606714236635209,0.12125401452969907,0.3532689079181738,0
0.9508780185405562,0.14511242020370857,0.13784807516248454,1
0.9481634796901186,0.14770489286305982,0.3388840686293783,1
0.9619796681696808,0.11964367149801178,0.4690492293589022,0
0.9497497906815436,0.15096958498685964,0.599861796904699,1
0.9836475628064126,0.04293848617019267,0.1485123963704936,1
0.9664427822432755,0.10444341012488659,0.31257405573624836,0
0.948495754194932,0.14164773881940115,0.4126824234073872,0
0.9673168616463316,0.10188038220415546,0.3292461477524729,0
0.9498808562127924,0.14676728522217816,0.21135883457286836,0
0.961585613822303,0.11554684238082603,0.2203740311789351,0
0.9606055337603503,0.11815284152907198,0.42369587916785206,0
0.9555692239320097,0.12966402304767646,0.29637708849250977,1
0.9397780447521669,0.16440072864663524,0.18866706048836612,1
0.96295841209468,0.1134118090609777,0.24922181395515258,1
0.9612714941646144,0.11759747713816339,0.36940654314186355,1
0.9680399296648903,0.10030093200619772,0.4898018766937708,1
0.9529363534991169,0.137206978405301,0.20835723526052874,1
0.9517808477939369,0.13569257732796175,0.15479687672444628,1
0.9626995830539418,0.11488393732593496,0.21887943539681637,1
0.9563097512090486,0.12854041034084226,0.171187059384953,1
0.9568146594341734,0.12650859597442582,0.16568473756291413,1
0.9597785311387756,0.12405694560709833,0.3100750916196775,0
0.9511384558697036,0.13722785106578192,0.32946953808714896,1
0.9619324766178988,0.11666556705480849,0.3215643558504956,0
0.9611881516592785,0.11518855611308856,0.2413873112715465,1
0.960398926212909,0.12142719251104113,0.2806509764132861,1
0.9612687083417039,0.11741535031460071,0.26438810401379137,1
0.9612687083417039,0.11741535031460071,0.26438810401379137,1
0.9539682370073232,0.1335591995658935,0.15510031110941194,1
0.9527779293105004,0.13685380240680495,0.7088722181492276,1
0.9495420470650572,0.13924854045599205,0.18263229211450188,1
0.9613190680666899,0.11689487984158206,0.16189981044005797,1
0.9630413590272918,0.11215919774519582,0.1325927256174089,1
0.9652586279104937,0.10702159959025119,0.28480070145413344,1
0.9576407483459285,0.1281008792125516,0.6639671379485703,1
0.9620933160916763,0.1164739603369842,0.16939620800136374,1
0.9481205061951126,0.14610762724078843,0.32801258410280326,1
0.9654417917607063,0.10308515003685291,0.4040783820721388,1
0.9498035287117007,0.14079629906813892,0.20214948347858797,1
0.9611403127336768,0.11847101386199209,0.2702639576386481,1
0.9505175612394775,0.14260027784542126,0.21323093944721713,1
0.9615092583166319,0.11358469324781864,0.2500337524450608,1
0.9585139689542236,0.12611111259965233,0.3434075163178692,1
0.9525016204483047,0.13610866956805165,0.17394286800906622,1
0.9525343448570821,0.1343671806318402,0.3459698708518581,1
0.9565108269667134,0.12742552107796037,0.17940161626968096,1
0.9417343190531883,0.1576512672281128,0.12866096494295046,1
0.957364268733452,0.13093812723862816,0.2992635485935205,1
0.9458470543245865,0.14993862446559444,0.16234024015641843,1
0.9606270674184514,0.12067194287060469,0.24545181988989362,1
0.959058026057957,0.12427691484176605,0.3636294579133677,1
0.9495361171059641,0.1425210339950701,0.13512597915522265,1
0.9532622076165433,0.137845730135045,0.21630088209506315,1
0.954674586503406,0.13900540511301557,0.20223045420831096,0
0.9610201482301841,0.11858671340686452,0.3552962862144158,1
0.9366184148531488,0.1676788668248528,0.19864067582890244,0
0.9542591437472262,0.13781795601086375,0.20812915982595226,1
